calibration_source,contamination,tier,label_filter,score_function,mondrian,alpha,n_calibration,nominal_coverage,coverage_sd,quantile,degenerate,coverage_calibration,coverage_benchmark,mean_set_size,singleton_rate,empty_rate,full_rate,coverage_gap
in_domain,contaminated,tier1,all,aps,True,0.01,175,0.99,0.0075213980463361045,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,contaminated,tier1,clean_labels,lac,False,0.2,154,0.8,0.03223291856101521,0.8547777299809517,False,0.8051948051948052,0.5555555555555556,2.311111111111111,0.17777777777777778,0.0,0.0,-0.24444444444444446
in_domain,contaminated,tier1,clean_labels,lac,False,0.1,154,0.9,0.02417468892076141,0.8884787609583206,False,0.9090909090909091,0.6444444444444445,3.311111111111111,0.08888888888888889,0.0,0.022222222222222223,-0.25555555555555554
in_domain,contaminated,tier1,clean_labels,lac,False,0.05,154,0.95,0.017562504332855222,0.9128203651461175,False,0.961038961038961,0.8444444444444444,5.0,0.06666666666666667,0.0,0.24444444444444444,-0.10555555555555551
in_domain,contaminated,tier1,clean_labels,lac,False,0.01,154,0.99,0.008017837257372732,0.9555531798676202,False,1.0,0.9777777777777777,6.666666666666667,0.022222222222222223,0.0,0.8888888888888888,-0.012222222222222245
in_domain,contaminated,tier1,clean_labels,lac,True,0.2,154,0.8,0.03223291856101521,,False,0.8571428571428571,0.6222222222222222,2.2888888888888888,0.17777777777777778,0.0,0.0,-0.1777777777777778
in_domain,contaminated,tier1,clean_labels,lac,True,0.1,154,0.9,0.02417468892076141,,False,0.9545454545454546,0.7555555555555555,3.7555555555555555,0.08888888888888889,0.0,0.0,-0.1444444444444445
in_domain,contaminated,tier1,clean_labels,lac,True,0.05,154,0.95,0.017562504332855222,,False,1.0,0.8666666666666667,4.711111111111111,0.044444444444444446,0.0,0.044444444444444446,-0.08333333333333326
in_domain,contaminated,tier1,clean_labels,lac,True,0.01,154,0.99,0.008017837257372732,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,contaminated,tier1,clean_labels,aps,False,0.2,154,0.8,0.03223291856101521,0.659014106846956,False,0.8051948051948052,0.5111111111111111,2.488888888888889,0.022222222222222223,0.06666666666666667,0.0,-0.288888888888889
in_domain,contaminated,tier1,clean_labels,aps,False,0.1,154,0.9,0.02417468892076141,0.7663022793646324,False,0.9090909090909091,0.6888888888888889,3.3777777777777778,0.044444444444444446,0.022222222222222223,0.0,-0.21111111111111114
in_domain,contaminated,tier1,clean_labels,aps,False,0.05,154,0.95,0.017562504332855222,0.8479008835061188,False,0.961038961038961,0.7555555555555555,4.377777777777778,0.0,0.022222222222222223,0.0,-0.19444444444444442
in_domain,contaminated,tier1,clean_labels,aps,False,0.01,154,0.99,0.008017837257372732,1.0000000000000002,False,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,contaminated,tier1,clean_labels,aps,True,0.2,154,0.8,0.03223291856101521,,False,0.8571428571428571,0.5555555555555556,2.577777777777778,0.08888888888888889,0.06666666666666667,0.0,-0.24444444444444446
in_domain,contaminated,tier1,clean_labels,aps,True,0.1,154,0.9,0.02417468892076141,,False,0.9545454545454546,0.6666666666666666,3.6,0.044444444444444446,0.022222222222222223,0.0,-0.2333333333333334
in_domain,contaminated,tier1,clean_labels,aps,True,0.05,154,0.95,0.017562504332855222,,False,1.0,0.7777777777777778,4.4222222222222225,0.022222222222222223,0.0,0.0,-0.17222222222222217
in_domain,contaminated,tier1,clean_labels,aps,True,0.01,154,0.99,0.008017837257372732,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,contaminated,tier2,all,lac,False,0.2,175,0.8,0.03023715784073818,0.703177809715271,False,0.8057142857142857,0.7555555555555555,1.1111111111111112,0.8444444444444444,0.022222222222222223,0.0,-0.04444444444444451
in_domain,contaminated,tier2,all,lac,False,0.1,175,0.9,0.022677868380553634,0.8453943282365799,False,0.9085714285714286,0.8888888888888888,1.8222222222222222,0.37777777777777777,0.0,0.0,-0.011111111111111183
in_domain,contaminated,tier2,all,lac,False,0.05,175,0.95,0.01647508942095828,0.9263173490762711,False,0.96,0.9777777777777777,2.6,0.17777777777777778,0.0,0.0,0.02777777777777779
in_domain,contaminated,tier2,all,lac,False,0.01,175,0.99,0.0075213980463361045,0.9778352975845337,False,1.0,1.0,4.8,0.022222222222222223,0.0,0.17777777777777778,0.010000000000000009
in_domain,contaminated,tier2,all,lac,True,0.2,175,0.8,0.03023715784073818,,False,0.84,0.8444444444444444,1.3111111111111111,0.6222222222222222,0.044444444444444446,0.0,0.0444444444444444
in_domain,contaminated,tier2,all,lac,True,0.1,175,0.9,0.022677868380553634,,False,0.96,0.9111111111111111,1.8666666666666667,0.4,0.0,0.0,0.011111111111111072
in_domain,contaminated,tier2,all,lac,True,0.05,175,0.95,0.01647508942095828,,False,1.0,0.9555555555555556,2.511111111111111,0.2222222222222222,0.0,0.0,0.005555555555555647
in_domain,contaminated,tier2,all,lac,True,0.01,175,0.99,0.0075213980463361045,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,contaminated,tier2,all,aps,False,0.2,175,0.8,0.03023715784073818,0.8781570792198181,False,0.8057142857142857,0.7333333333333333,2.066666666666667,0.2222222222222222,0.13333333333333333,0.0,-0.06666666666666676
in_domain,contaminated,tier2,all,aps,False,0.1,175,0.9,0.022677868380553634,0.9317348003387451,False,0.9085714285714286,0.9333333333333333,3.022222222222222,0.17777777777777778,0.0,0.0,0.033333333333333326
in_domain,contaminated,tier2,all,aps,False,0.05,175,0.95,0.01647508942095828,0.9582767747342587,False,0.96,1.0,3.7555555555555555,0.044444444444444446,0.0,0.0,0.050000000000000044
in_domain,contaminated,tier2,all,aps,False,0.01,175,0.99,0.0075213980463361045,0.9999999664723873,False,1.0,1.0,6.2444444444444445,0.0,0.0,0.24444444444444444,0.010000000000000009
in_domain,contaminated,tier2,all,aps,True,0.2,175,0.8,0.03023715784073818,,False,0.84,0.7555555555555555,2.0,0.3333333333333333,0.044444444444444446,0.0,-0.04444444444444451
in_domain,contaminated,tier2,all,aps,True,0.1,175,0.9,0.022677868380553634,,False,0.96,0.9111111111111111,2.8222222222222224,0.2,0.022222222222222223,0.0,0.011111111111111072
in_domain,contaminated,tier2,all,aps,True,0.05,175,0.95,0.01647508942095828,,False,1.0,0.9777777777777777,3.688888888888889,0.044444444444444446,0.0,0.0,0.02777777777777779
in_domain,contaminated,tier2,all,aps,True,0.01,175,0.99,0.0075213980463361045,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,contaminated,tier2,clean_labels,lac,False,0.2,154,0.8,0.03223291856101521,0.688500314950943,False,0.8051948051948052,0.7333333333333333,1.0666666666666667,0.8444444444444444,0.044444444444444446,0.0,-0.06666666666666676
in_domain,contaminated,tier2,clean_labels,lac,False,0.1,154,0.9,0.02417468892076141,0.8136315941810608,False,0.9090909090909091,0.8444444444444444,1.6222222222222222,0.4888888888888889,0.0,0.0,-0.05555555555555558
in_domain,contaminated,tier2,clean_labels,lac,False,0.05,154,0.95,0.017562504332855222,0.9100287929177284,False,0.961038961038961,0.9555555555555556,2.311111111111111,0.2,0.0,0.0,0.005555555555555647
in_domain,contaminated,tier2,clean_labels,lac,False,0.01,154,0.99,0.008017837257372732,0.9778352975845337,False,1.0,1.0,4.8,0.022222222222222223,0.0,0.17777777777777778,0.010000000000000009
in_domain,contaminated,tier2,clean_labels,lac,True,0.2,154,0.8,0.03223291856101521,,False,0.8571428571428571,0.8,1.2222222222222223,0.7111111111111111,0.044444444444444446,0.0,0.0
in_domain,contaminated,tier2,clean_labels,lac,True,0.1,154,0.9,0.02417468892076141,,False,0.9545454545454546,0.9111111111111111,1.8666666666666667,0.4,0.0,0.0,0.011111111111111072
in_domain,contaminated,tier2,clean_labels,lac,True,0.05,154,0.95,0.017562504332855222,,False,1.0,0.9555555555555556,2.2666666666666666,0.28888888888888886,0.0,0.0,0.005555555555555647
in_domain,contaminated,tier2,clean_labels,lac,True,0.01,154,0.99,0.008017837257372732,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,contaminated,tier2,clean_labels,aps,False,0.2,154,0.8,0.03223291856101521,0.8729860782623291,False,0.8051948051948052,0.7333333333333333,2.022222222222222,0.2222222222222222,0.13333333333333333,0.0,-0.06666666666666676
in_domain,contaminated,tier2,clean_labels,aps,False,0.1,154,0.9,0.02417468892076141,0.927463710308075,False,0.9090909090909091,0.9111111111111111,2.888888888888889,0.17777777777777778,0.022222222222222223,0.0,0.011111111111111072
in_domain,contaminated,tier2,clean_labels,aps,False,0.05,154,0.95,0.017562504332855222,0.9564704298973083,False,0.961038961038961,1.0,3.6666666666666665,0.06666666666666667,0.0,0.0,0.050000000000000044
in_domain,contaminated,tier2,clean_labels,aps,False,0.01,154,0.99,0.008017837257372732,0.9999999664723873,False,1.0,1.0,6.2444444444444445,0.0,0.0,0.24444444444444444,0.010000000000000009
in_domain,contaminated,tier2,clean_labels,aps,True,0.2,154,0.8,0.03223291856101521,,False,0.8571428571428571,0.7777777777777778,2.0444444444444443,0.3333333333333333,0.044444444444444446,0.0,-0.022222222222222254
in_domain,contaminated,tier2,clean_labels,aps,True,0.1,154,0.9,0.02417468892076141,,False,0.9545454545454546,0.8666666666666667,2.533333333333333,0.2,0.022222222222222223,0.0,-0.033333333333333326
in_domain,contaminated,tier2,clean_labels,aps,True,0.05,154,0.95,0.017562504332855222,,False,1.0,0.9333333333333333,3.3777777777777778,0.044444444444444446,0.0,0.0,-0.016666666666666607
in_domain,contaminated,tier2,clean_labels,aps,True,0.01,154,0.99,0.008017837257372732,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier1,all,lac,False,0.2,175,0.8,0.03023715784073818,0.8658062024778628,False,0.8057142857142857,0.5777777777777777,2.6666666666666665,0.08888888888888889,0.0,0.0,-0.22222222222222232
in_domain,clean,tier1,all,lac,False,0.1,175,0.9,0.022677868380553634,0.8899172420796364,False,0.9085714285714286,0.6666666666666666,3.4444444444444446,0.08888888888888889,0.0,0.022222222222222223,-0.2333333333333334
in_domain,clean,tier1,all,lac,False,0.05,175,0.95,0.01647508942095828,0.9134848419248752,False,0.96,0.8444444444444444,5.0,0.06666666666666667,0.0,0.24444444444444444,-0.10555555555555551
in_domain,clean,tier1,all,lac,False,0.01,175,0.99,0.0075213980463361045,0.9543998449421554,False,1.0,0.9777777777777777,6.644444444444445,0.022222222222222223,0.0,0.8666666666666667,-0.012222222222222245
in_domain,clean,tier1,all,lac,True,0.2,175,0.8,0.03023715784073818,,False,0.84,0.6,2.2222222222222223,0.2,0.0,0.0,-0.20000000000000007
in_domain,clean,tier1,all,lac,True,0.1,175,0.9,0.022677868380553634,,False,0.96,0.7777777777777778,3.8444444444444446,0.08888888888888889,0.0,0.022222222222222223,-0.12222222222222223
in_domain,clean,tier1,all,lac,True,0.05,175,0.95,0.01647508942095828,,False,1.0,0.9111111111111111,4.955555555555556,0.044444444444444446,0.0,0.044444444444444446,-0.03888888888888886
in_domain,clean,tier1,all,lac,True,0.01,175,0.99,0.0075213980463361045,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier1,all,aps,False,0.2,175,0.8,0.03023715784073818,0.669906934089959,False,0.8057142857142857,0.5111111111111111,2.577777777777778,0.022222222222222223,0.06666666666666667,0.0,-0.288888888888889
in_domain,clean,tier1,all,aps,False,0.1,175,0.9,0.022677868380553634,0.7920174960796442,False,0.9085714285714286,0.7111111111111111,3.6666666666666665,0.044444444444444446,0.022222222222222223,0.0,-0.18888888888888888
in_domain,clean,tier1,all,aps,False,0.05,175,0.95,0.01647508942095828,0.8528012560019826,False,0.96,0.7555555555555555,4.466666666666667,0.0,0.022222222222222223,0.0,-0.19444444444444442
in_domain,clean,tier1,all,aps,False,0.01,175,0.99,0.0075213980463361045,1.0000000000000002,False,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier1,all,aps,True,0.2,175,0.8,0.03023715784073818,,False,0.84,0.5777777777777777,2.688888888888889,0.08888888888888889,0.06666666666666667,0.0,-0.22222222222222232
in_domain,clean,tier1,all,aps,True,0.1,175,0.9,0.022677868380553634,,False,0.96,0.6888888888888889,3.533333333333333,0.06666666666666667,0.0,0.0,-0.21111111111111114
in_domain,clean,tier1,all,aps,True,0.05,175,0.95,0.01647508942095828,,False,1.0,0.7555555555555555,4.333333333333333,0.022222222222222223,0.0,0.0,-0.19444444444444442
in_domain,clean,tier1,all,aps,True,0.01,175,0.99,0.0075213980463361045,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier1,clean_labels,lac,False,0.2,154,0.8,0.03223291856101521,0.8541529448564986,False,0.8051948051948052,0.5555555555555556,2.311111111111111,0.17777777777777778,0.0,0.0,-0.24444444444444446
in_domain,clean,tier1,clean_labels,lac,False,0.1,154,0.9,0.02417468892076141,0.8878244928383725,False,0.9090909090909091,0.6444444444444445,3.2888888888888888,0.08888888888888889,0.0,0.022222222222222223,-0.25555555555555554
in_domain,clean,tier1,clean_labels,lac,False,0.05,154,0.95,0.017562504332855222,0.9121259534659968,False,0.961038961038961,0.8444444444444444,5.0,0.06666666666666667,0.0,0.24444444444444444,-0.10555555555555551
in_domain,clean,tier1,clean_labels,lac,False,0.01,154,0.99,0.008017837257372732,0.9543998449421554,False,1.0,0.9777777777777777,6.644444444444445,0.022222222222222223,0.0,0.8666666666666667,-0.012222222222222245
in_domain,clean,tier1,clean_labels,lac,True,0.2,154,0.8,0.03223291856101521,,False,0.8571428571428571,0.6222222222222222,2.2888888888888888,0.17777777777777778,0.0,0.0,-0.1777777777777778
in_domain,clean,tier1,clean_labels,lac,True,0.1,154,0.9,0.02417468892076141,,False,0.9545454545454546,0.7555555555555555,3.7333333333333334,0.08888888888888889,0.0,0.0,-0.1444444444444445
in_domain,clean,tier1,clean_labels,lac,True,0.05,154,0.95,0.017562504332855222,,False,1.0,0.8666666666666667,4.688888888888889,0.044444444444444446,0.0,0.044444444444444446,-0.08333333333333326
in_domain,clean,tier1,clean_labels,lac,True,0.01,154,0.99,0.008017837257372732,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier1,clean_labels,aps,False,0.2,154,0.8,0.03223291856101521,0.6565631308337999,False,0.8051948051948052,0.4666666666666667,2.4444444444444446,0.044444444444444446,0.06666666666666667,0.0,-0.33333333333333337
in_domain,clean,tier1,clean_labels,aps,False,0.1,154,0.9,0.02417468892076141,0.7699317220267398,False,0.9090909090909091,0.6888888888888889,3.4,0.044444444444444446,0.022222222222222223,0.0,-0.21111111111111114
in_domain,clean,tier1,clean_labels,aps,False,0.05,154,0.95,0.017562504332855222,0.832056487283288,False,0.961038961038961,0.7333333333333333,4.2,0.0,0.022222222222222223,0.0,-0.21666666666666667
in_domain,clean,tier1,clean_labels,aps,False,0.01,154,0.99,0.008017837257372732,0.9999999999999999,False,1.0,0.9333333333333333,6.333333333333333,0.0,0.0,0.3333333333333333,-0.05666666666666664
in_domain,clean,tier1,clean_labels,aps,True,0.2,154,0.8,0.03223291856101521,,False,0.8571428571428571,0.5555555555555556,2.533333333333333,0.08888888888888889,0.06666666666666667,0.0,-0.24444444444444446
in_domain,clean,tier1,clean_labels,aps,True,0.1,154,0.9,0.02417468892076141,,False,0.961038961038961,0.6666666666666666,3.422222222222222,0.08888888888888889,0.0,0.0,-0.2333333333333334
in_domain,clean,tier1,clean_labels,aps,True,0.05,154,0.95,0.017562504332855222,,False,1.0,0.7333333333333333,4.0,0.022222222222222223,0.0,0.0,-0.21666666666666667
in_domain,clean,tier1,clean_labels,aps,True,0.01,154,0.99,0.008017837257372732,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier2,all,lac,False,0.2,175,0.8,0.03023715784073818,0.7055858671665192,False,0.8057142857142857,0.7555555555555555,1.1111111111111112,0.8444444444444444,0.022222222222222223,0.0,-0.04444444444444451
in_domain,clean,tier2,all,lac,False,0.1,175,0.9,0.022677868380553634,0.8474442511796951,False,0.9085714285714286,0.8888888888888888,1.8444444444444446,0.35555555555555557,0.0,0.0,-0.011111111111111183
in_domain,clean,tier2,all,lac,False,0.05,175,0.95,0.01647508942095828,0.9250425770878792,False,0.96,0.9777777777777777,2.5555555555555554,0.17777777777777778,0.0,0.0,0.02777777777777779
in_domain,clean,tier2,all,lac,False,0.01,175,0.99,0.0075213980463361045,0.9771071020513773,False,1.0,1.0,4.7555555555555555,0.022222222222222223,0.0,0.15555555555555556,0.010000000000000009
in_domain,clean,tier2,all,lac,True,0.2,175,0.8,0.03023715784073818,,False,0.84,0.8444444444444444,1.3111111111111111,0.6222222222222222,0.044444444444444446,0.0,0.0444444444444444
in_domain,clean,tier2,all,lac,True,0.1,175,0.9,0.022677868380553634,,False,0.96,0.9111111111111111,1.8666666666666667,0.4,0.0,0.0,0.011111111111111072
in_domain,clean,tier2,all,lac,True,0.05,175,0.95,0.01647508942095828,,False,1.0,0.9555555555555556,2.488888888888889,0.2222222222222222,0.0,0.0,0.005555555555555647
in_domain,clean,tier2,all,lac,True,0.01,175,0.99,0.0075213980463361045,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier2,all,aps,False,0.2,175,0.8,0.03023715784073818,0.8771485090255737,False,0.8057142857142857,0.7333333333333333,2.088888888888889,0.2222222222222222,0.13333333333333333,0.0,-0.06666666666666676
in_domain,clean,tier2,all,aps,False,0.1,175,0.9,0.022677868380553634,0.9295089244842529,False,0.9085714285714286,0.9333333333333333,3.0,0.2,0.0,0.0,0.033333333333333326
in_domain,clean,tier2,all,aps,False,0.05,175,0.95,0.01647508942095828,0.9563033059239388,False,0.96,1.0,3.7111111111111112,0.044444444444444446,0.0,0.0,0.050000000000000044
in_domain,clean,tier2,all,aps,False,0.01,175,0.99,0.0075213980463361045,1.0000000316649675,False,1.0,1.0,6.7555555555555555,0.0,0.0,0.7555555555555555,0.010000000000000009
in_domain,clean,tier2,all,aps,True,0.2,175,0.8,0.03023715784073818,,False,0.84,0.7555555555555555,2.0,0.3333333333333333,0.044444444444444446,0.0,-0.04444444444444451
in_domain,clean,tier2,all,aps,True,0.1,175,0.9,0.022677868380553634,,False,0.96,0.9111111111111111,2.7777777777777777,0.2,0.022222222222222223,0.0,0.011111111111111072
in_domain,clean,tier2,all,aps,True,0.05,175,0.95,0.01647508942095828,,False,1.0,0.9555555555555556,3.8,0.044444444444444446,0.0,0.044444444444444446,0.005555555555555647
in_domain,clean,tier2,all,aps,True,0.01,175,0.99,0.0075213980463361045,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier2,clean_labels,lac,False,0.2,154,0.8,0.03223291856101521,0.6858662664890289,False,0.8051948051948052,0.7333333333333333,1.0666666666666667,0.8444444444444444,0.044444444444444446,0.0,-0.06666666666666676
in_domain,clean,tier2,clean_labels,lac,False,0.1,154,0.9,0.02417468892076141,0.8136171996593475,False,0.9090909090909091,0.8666666666666667,1.6444444444444444,0.4888888888888889,0.0,0.0,-0.033333333333333326
in_domain,clean,tier2,clean_labels,lac,False,0.05,154,0.95,0.017562504332855222,0.9099350050091743,False,0.961038961038961,0.9555555555555556,2.311111111111111,0.2,0.0,0.0,0.005555555555555647
in_domain,clean,tier2,clean_labels,lac,False,0.01,154,0.99,0.008017837257372732,0.9771071020513773,False,1.0,1.0,4.7555555555555555,0.022222222222222223,0.0,0.15555555555555556,0.010000000000000009
in_domain,clean,tier2,clean_labels,lac,True,0.2,154,0.8,0.03223291856101521,,False,0.8571428571428571,0.8,1.2,0.6888888888888889,0.06666666666666667,0.0,0.0
in_domain,clean,tier2,clean_labels,lac,True,0.1,154,0.9,0.02417468892076141,,False,0.9545454545454546,0.9111111111111111,1.8666666666666667,0.4,0.0,0.0,0.011111111111111072
in_domain,clean,tier2,clean_labels,lac,True,0.05,154,0.95,0.017562504332855222,,False,1.0,0.9555555555555556,2.2666666666666666,0.28888888888888886,0.0,0.0,0.005555555555555647
in_domain,clean,tier2,clean_labels,lac,True,0.01,154,0.99,0.008017837257372732,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
in_domain,clean,tier2,clean_labels,aps,False,0.2,154,0.8,0.03223291856101521,0.8710061311721802,False,0.8051948051948052,0.7333333333333333,2.022222222222222,0.2222222222222222,0.13333333333333333,0.0,-0.06666666666666676
in_domain,clean,tier2,clean_labels,aps,False,0.1,154,0.9,0.02417468892076141,0.9240427613258362,False,0.9090909090909091,0.8888888888888888,2.7777777777777777,0.17777777777777778,0.044444444444444446,0.0,-0.011111111111111183
in_domain,clean,tier2,clean_labels,aps,False,0.05,154,0.95,0.017562504332855222,0.9554580450057983,False,0.961038961038961,1.0,3.6666666666666665,0.06666666666666667,0.0,0.0,0.050000000000000044
in_domain,clean,tier2,clean_labels,aps,False,0.01,154,0.99,0.008017837257372732,1.0000000316649675,False,1.0,1.0,6.7555555555555555,0.0,0.0,0.7555555555555555,0.010000000000000009
in_domain,clean,tier2,clean_labels,aps,True,0.2,154,0.8,0.03223291856101521,,False,0.8571428571428571,0.7777777777777778,2.0444444444444443,0.3333333333333333,0.044444444444444446,0.0,-0.022222222222222254
in_domain,clean,tier2,clean_labels,aps,True,0.1,154,0.9,0.02417468892076141,,False,0.9545454545454546,0.8666666666666667,2.533333333333333,0.2,0.022222222222222223,0.0,-0.033333333333333326
in_domain,clean,tier2,clean_labels,aps,True,0.05,154,0.95,0.017562504332855222,,False,1.0,0.9333333333333333,3.511111111111111,0.044444444444444446,0.0,0.0,-0.016666666666666607
in_domain,clean,tier2,clean_labels,aps,True,0.01,154,0.99,0.008017837257372732,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
deployment,n/a,tier1,all,lac,False,0.2,175,0.8,0.03023715784073818,0.8622236947909518,False,0.8057142857142857,0.5555555555555556,2.577777777777778,0.08888888888888889,0.0,0.0,-0.24444444444444446
deployment,n/a,tier1,all,lac,False,0.1,175,0.9,0.022677868380553634,0.8998096374344368,False,0.9085714285714286,0.7555555555555555,4.044444444444444,0.06666666666666667,0.0,0.08888888888888889,-0.1444444444444445
deployment,n/a,tier1,all,lac,False,0.05,175,0.95,0.01647508942095828,0.9162138389641393,False,0.96,0.8666666666666667,5.133333333333334,0.06666666666666667,0.0,0.3333333333333333,-0.08333333333333326
deployment,n/a,tier1,all,lac,False,0.01,175,0.99,0.0075213980463361045,0.9470070550531777,False,1.0,0.9777777777777777,6.4222222222222225,0.044444444444444446,0.0,0.8,-0.012222222222222245
deployment,n/a,tier1,all,lac,True,0.2,175,0.8,0.03023715784073818,,False,0.84,0.5777777777777777,2.422222222222222,0.2,0.0,0.0,-0.22222222222222232
deployment,n/a,tier1,all,lac,True,0.1,175,0.9,0.022677868380553634,,False,0.96,0.7777777777777778,4.022222222222222,0.044444444444444446,0.0,0.0,-0.12222222222222223
deployment,n/a,tier1,all,lac,True,0.05,175,0.95,0.01647508942095828,,False,1.0,0.8888888888888888,4.6,0.044444444444444446,0.0,0.022222222222222223,-0.061111111111111116
deployment,n/a,tier1,all,lac,True,0.01,175,0.99,0.0075213980463361045,,True,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
deployment,n/a,tier1,all,aps,False,0.2,175,0.8,0.03023715784073818,0.7322405502375792,False,0.8057142857142857,0.5777777777777777,3.111111111111111,0.0,0.06666666666666667,0.0,-0.22222222222222232
deployment,n/a,tier1,all,aps,False,0.1,175,0.9,0.022677868380553634,0.8219080166440843,False,0.9085714285714286,0.7111111111111111,4.022222222222222,0.0,0.022222222222222223,0.0,-0.18888888888888888
deployment,n/a,tier1,all,aps,False,0.05,175,0.95,0.01647508942095828,0.9196188440900529,False,0.96,0.8444444444444444,5.288888888888889,0.0,0.022222222222222223,0.0,-0.10555555555555551
deployment,n/a,tier1,all,aps,False,0.01,175,0.99,0.0075213980463361045,1.0000000000000002,False,1.0,1.0,7.0,0.0,0.0,1.0,0.010000000000000009
deployment,n/a,tier1,all,aps,True,0.2,175,0.8,0.03023715784073818,,False,0.84,0.5777777777777777,3.311111111111111,0.044444444444444446,0.022222222222222223,0.0,-0.22222222222222232
deployment,n/a,tier1,all,aps,True,0.1,175,0.9,0.022677868380553634,,False,0.96,0.8222222222222222,4.488888888888889,0.022222222222222223,0.0,0.0,-0.07777777777777783
deployment,n/a,tier1,all,aps,True,0.05,175,0.95,0.01647508942095828,,False,1.0,0.8888888888888888,5.666666666666667,0.0,0.0,0.1111111111111111,-0.061111111111111116
